法门文化景区大妙相菩萨	0 0 0 0 0 0 1 1 1 1 1
昊天公园良乡多宝佛塔	1 1 0 0 0 0 0 0 0 1
中国丹霞山世界地质公园毓秀亭	0 0 0 0 0 0 0 0 0 0 0 1 1 1
南昌金九福钱币博物馆	0 0 1 1 1 1 1 1 1 1
杭州植物园-老和山凉亭	0 0 0 0 0 0 1 1 1 1 1
水城河景区	1 1 1 0 0
崇武古城风景区	1 1 1 1 0 1 1
中国百里杜鹃风景区-五彩亭	0 0 0 0 0 0 0 0 0 0 1 1 1
揭阳榕江西湖公园	0 0 1 1 1 1 0 0
桐梓县兴洞天游泳池溶洞旅游景点	0 0 0 1 1 1 1 1 1 0 0 0 0 0 0
墨子纪念馆王学仲艺术馆	0 0 0 0 0 1 1 1 1 1 1
清真寺中共花山区纪律检查委员会东南	1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
阜阳泉河风景带	0 0 1 1 1 1 1
玉溪东风广场	0 0 0 0 1 1
广东第一峰旅游风景区	0 0 1 1 1 0 0 0 1 1
响石山	1 1 1
济南市环城公园-水磨坊	0 0 0 0 0 0 0 0 1 1 1
贮水山儿童公园	1 1 1 0 0 1 1
铜川市人民公园	0 0 0 1 1 1 1
大谭镇石山屯石山寺	0 0 0 1 1 0 0 0 1
玄真漂流	1 1 1 1
白塔公园	1 1 1 1
昆明汤池热水河温泉	0 0 1 1 1 1 1 1 1
魁星楼文华	1 1 1 0 0
渔父村森林公园	1 1 1 0 0 1 1
迤沙拉村	1 1 1 0
宜兴市团氿风景区宜园	1 0 0 0 0 0 0 0 0 1
吉安市基督教福音堂	0 0 0 0 0 0 1 1 1
太姥山国家地质公园-楞伽宝塔	0 0 0 0 0 0 0 0 0 0 1 1 1 1
小桃园市民广场	1 1 1 0 0 0 0
基督教南新街礼拜堂	0 0 0 1 1 1 1 1 1
乳山岠嵎山风景区	0 0 1 1 1 1 1 1
重庆统景温泉风景区	0 0 1 1 1 1 0 0 0
吉林查干湖国家级自然保护区	0 0 1 1 1 0 0 0 0 0 1 1 1
邵阳文昌塔	0 0 1 1 1
梦多多儿童社会体验公园	1 1 1 1 1 1 1 1 1 1 1
南溪古寨景区	1 1 1 1 0 0
广东观音山国家森林公园鹊桥	0 0 0 0 0 0 0 0 0 0 0 1 1
护城河游船服务中心	1 1 1 1 1 0 0 0 0
拉萨扎耶巴寺	0 0 1 1 1 1
SOHO东海广场	0 0 0 0 1 1 1 1
临夏红园	0 0 1 1
承德避暑山庄芳洲亭	0 0 0 0 0 0 1 1 1
荆川公园唐荆川先生墓	0 0 0 0 1 1 1 1 1 1
龙门谷景区	1 1 1 0 0
中国大兴安岭寒温带植物园	0 0 0 0 0 0 1 1 1 1 1 1
秋柳诗社	1 1 1 1
千童祠	1 1 1
哈达铺红军长征纪念馆	0 0 0 1 1 1 1 1 1 1
伊犁河谷	1 1 1 1
忠山公园	1 1 0 0
古北水镇-圆通塔	0 0 0 0 0 1 1 1
乌石塘景区	1 1 1 0 0
青州古城-偶园街	0 0 0 0 0 1 1 1
南山公园烟台动物园	1 1 1 1 0 0 1 1 1
杭州西湖风景名胜区-通利古桥	0 0 0 0 0 0 0 0 0 0 1 1 1 1
庐山国家重点风景名胜区美庐别墅	0 0 0 0 0 0 0 0 0 0 0 1 1 1 1
武功山风景区	1 1 1 0 0 0
台儿庄古城-西华门	0 0 0 0 0 0 1 1 1
安徽第一面党旗纪念园	1 1 1 1 1 1 1 1 1 1
镇北堡西部影城-顺风镖局	0 0 0 0 0 0 0 0 1 1 1 1
开封无梁庙	0 0 1 1 1
中山纪念堂	0 0 1 1 1
龟山公园铁门关	0 0 0 0 1 1 1
呀诺达雨林文化旅游区-蟒蛇馆	0 0 0 0 0 0 0 0 0 0 0 1 1 1
蝴蝶迷宫主题乐园	1 1 1 1 1 1 1 1
云梦山风景区三清殿	0 0 0 0 0 0 1 1 1
金帐汗蒙古部落	1 1 1 0 0 1 1
颐和园廓如亭	0 0 0 1 1 1
阳明文化园	1 1 1 1 1
淄博玉黛湖生态乡村庄园	0 0 1 1 1 1 1 1 1 1 1
通信电信博物馆	1 1 1 1 1 1 1
美丽岛温泉水乐园	1 1 1 1 1 0 0 0
镇北堡西部影城-醉云阁	0 0 0 0 0 0 0 0 1 1 1
大连金龙观	0 0 1 1 1
故宫御花园	0 0 1 1 1
吴敬梓纪念馆吴敬梓故居	1 1 1 1 1 1 0 0 0 0 0
梧州中山公园	0 0 1 1 1 1
杭州野生动物世界-海狸鼠	0 0 0 0 0 0 0 0 0 1 1 1
增城区儿童公园	0 0 0 1 1 1 1
崖门古炮台	1 1 0 1 1
亚龙湾水上乐园	1 1 1 1 1 1 1
紫云山滑雪场	1 1 1 1 1 1
新澳帆船快艇俱乐部	1 1 1 1 0 0 0 0 0
奈尔宝家庭中心(星河湾店)	1 1 1 1 1 1 1 0 1 1 1 1 0
中国丹霞山世界地质公园朱道人墓	0 0 0 0 0 0 0 0 0 0 0 1 1 1 1
福州冰心文学馆	0 0 1 1 1 1 1
人家民俗博物馆	1 1 1 1 1 1 1
音乐广场	1 1 1 1
祖山风景区幽谷禅堂	0 0 0 0 0 1 1 1 1
泰山世界地质公园陶山园区	0 0 1 1 1 1 1 1 1 1 1 1
湖南嵩云山国家森林公园	0 0 1 1 1 1 1 1 1 1 1
海幢公园海幢寺	1 1 0 0 0 0 1
济南市环城公园-紫叶李林	0 0 0 0 0 0 0 0 1 1 1 1
缤纷幻彩摩天轮	0 0 1 1 1 1 1
灵隐寺客堂	0 0 0 1 1
纯阳观纯阳路	1 1 1 0 0 0
白马寺天泰路	1 1 1 0 0 0
虎丘山风景区-一榭园	0 0 0 0 0 0 0 1 1 1
宣城鳌峰公园	0 0 1 1 1 1
五大连池风景区丽泊	0 0 0 0 0 0 0 1 1
灵宝窄口龙湖风景区	0 0 1 1 1 1 1 1 1
夫子山景区	1 1 1 1 1
苏州同里古镇旅游区泰来桥	0 0 0 0 0 0 0 0 0 1 1 1
南山旅游景区-转经廊	0 0 0 0 0 0 0 1 1 1
苏州乐园糖果世界	1 1 1 1 1 1 1 1
都江堰熊猫乐园	1 1 1 1 1 1 1
大唐芙蓉园-荷池观鱼	0 0 0 0 0 0 1 1 1 1
百色人民公园	0 0 1 1 1 1
福民公园管理所	1 1 1 1 0 0 0
重庆动物园-恐龙谷	0 0 0 0 0 0 1 1 1
名人广场青少年宫	1 1 1 1 0 0 0 0
南京大学鼓楼校区校史博物馆	1 1 1 1 0 0 1 0 0 1 1 1 1
杭州西湖风景名胜区-杭州西湖石刻	1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 1
玛沁拉加寺	0 0 1 1 1
武陵源风景名胜区鹞月潭	0 0 0 0 0 0 0 0 1 1 1
广阔天地大有作为纪念馆	0 0 0 0 0 0 0 0 1 1 1
天坑地缝国家重点风景名胜区	1 1 1 1 0 0 0 0 1 1 1 1 1
杭州野生动物世界-蓝黄金刚鹦鹉	0 0 0 0 0 0 0 0 0 1 1 1 1 1 1
虎丘山风景区-秀竹成林	0 0 0 0 0 0 0 1 1 1 1
吉林长春新民广场	0 0 0 0 1 1 1 1
吴山景区-第一山	0 0 0 0 0 1 1 1
上海古美科普公园	0 0 1 1 1 1 1 1
沽源县塞外庄园	1 1 0 1 1 1 1
中华民族园九寨沟瀑布	0 0 0 0 0 1 1 1 1 1
明十三陵景区	0 1 1 1 1 1
上海市基督教闸北堂	0 0 0 0 0 0 1 1 1
临夏清真老华寺	0 0 1 1 0 1 1
接引殿	1 1 1
承德避暑山庄金莲映日	0 0 0 0 0 0 1 1 1 1
黄鹤楼公园-岳飞广场	0 0 0 0 0 0 1 1 1 1
黄河三峡玄帝庙	0 0 0 0 1 1 1
花山湖彩云洞	0 0 0 1 1 1
重庆动物园-水獭	0 0 0 0 0 0 1 1
槽渔滩	1 1 1
中华回乡文化园	0 0 1 1 1 1 1
花垣茶洞	0 0 1 1
杭州野生动物世界-金钱豹	0 0 0 0 0 0 0 0 0 1 1 1
灵栖胜境-梨岳亭	0 0 0 0 0 1 1 1
华盖山公园龙湾区罗梅大道	1 1 1 1 1 0 0 0 0 0 0 0
上海民星公园	0 0 1 1 1 1
琉璃河商周遗址	1 1 1 0 0 1 1
武陵源风景名胜区秋千	0 0 0 0 0 0 0 0 1 1
泗阳奥林匹克生态公园	1 1 0 0 0 0 1 1 1 1
黄海国家森林公园木屋群落水语木屋	0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1
韩城市革命烈士陵园	1 1 1 1 1 1 1 1 1
玉湖新城环湖公园	1 1 0 0 0 0 1 1
塔尔钦	1 0 1
武陵源风景名胜区天子阁	0 0 0 0 0 0 0 0 1 1 1
南山公园万诚中央公园东北	1 1 1 1 0 0 0 0 0 0 0 0
沈氏士远尹默无士三贤纪念馆	0 0 0 0 0 0 0 0 1 0 0 0 0
新丰江大坝旅游	1 1 1 1 1 0 0
襄阳九天玄女风景区	0 0 1 1 1 1 1 1 1
嘉峪关文物旅游景区-后堂	0 0 0 0 0 0 0 0 0 0 1 1
古北水镇-霁烟桥	0 0 0 0 0 1 1 1
东京晴空塔	0 0 1 1 1
铜川牡丹园	1 1 1 1 1
岭南和园	0 0 1 1
水春河漂流	1 1 1 1 1
哈尔滨滨河文化雕塑园	0 0 1 0 1 1 1 1 1 1
凤城望海楼	1 1 1 1 1
宁波潘天寿故居	0 0 1 1 1 1 1
中原大佛文化圣地-天王殿	0 0 0 0 0 0 0 0 0 1 1 1
天津武清北运河郊野公园房车露营地	0 0 0 0 1 1 1 1 1 1 1 0 0 0 0 0
北京春晖园温泉度假村	0 0 1 1 1 1 1 1 1 1
八达岭长城詹天佑纪念馆	0 0 0 0 0 1 1 1 1 1 1
柳州立鱼峰风景区-刘三姐故居	0 0 1 1 1 1 1 1 0 1 1 1 1 1
大水井古建筑群	1 1 1 1 1 1 1
临泽县双泉湖景区	0 0 0 1 1 1 0 0
古南岳天柱山	0 0 0 1 1 1
热水天沐温泉	1 1 1 1 1 1
龙潭公园北京袁督师庙	0 0 0 0 0 0 1 1 1 1
成都纯阳观公园	0 0 1 1 1 0 0
颐和园知春亭	0 0 0 1 1 1
杨家坝法源寺	0 0 0 1 1 1
沈氏园诗境石	0 0 0 1 1 1
渭南市临渭区博物馆	0 0 0 0 0 0 1 1 1
天心公园天心阁	1 1 0 0 0 0 1
上海珠溪园	0 0 1 1 1
天漠自然风景区	1 1 1 1 1 1 1
墨尔本博物馆	1 1 1 1 1 1
万向公园-古武林门	0 0 0 0 0 0 1 1 1
成都陈氏宗祠	0 0 1 1 1 1
范筑先纪念馆	1 1 1 1 1 1
恒大海花岛旅游度假区	1 1 1 1 1 0 0 0 0 0
五大连池风景区-科普小园地	0 0 0 0 0 0 0 0 1 1 1 1 1
承德避暑山庄古俱亭	0 0 0 0 0 0 1 1 1
湖北通山隐水洞地质公园	0 0 1 1 1 1 1 1 1 1 1
梅家坞茶文化村	1 1 1 0 0 0 0
福建漳州滨海火山国家地质公园	0 0 0 0 1 1 1 1 1 1 1 1 1 1
普宁寺西配殿	0 0 0 1 1 1
杜鹃谷	1 1 1
劳村怡乐公园	1 1 0 0 1 1
太行明珠游乐城	1 1 1 1 1 1 1
宏村黄山龙池湾	0 0 0 0 1 1 1
天街(泰安神憩宾馆西)	1 1 0 0 0 0 0 0 0 0 0
沈氏园务观堂	0 0 0 1 1 1
滨湖公园	1 1 1 1
六峰山风景名胜旅游区	1 1 1 1 1 1 1 0 0 1
清峰寺	1 1 1
苏曼殊故居	1 1 1 1 1
武陵源风景名胜区虎口拔牙	0 0 0 0 0 0 0 0 1 1 1 1
长屿硐天八仙岩万佛寺	1 1 1 1 1 1 1 0 0 0
大氧吧广场	1 1 1 1 1
太姥山国家地质公园-金蟾含钱树	0 0 0 0 0 0 0 0 0 0 1 1 1 1 1
石宝山景区	1 1 1 0 0
武威温泉度假村	1 1 1 1 1 1 1
普贤寺七一街崇仁巷	1 1 1 0 0 0 0 0 0
台儿庄古城-台儿庄大战旧址	1 1 1 0 0 0 0 0 0 1 1 1 1
粉红帝国悠悠马场	1 1 1 1 0 0 0 0
鄱阳县白沙洲自然保护区	0 0 0 1 1 1 1 1 1 1 1
分界洲岛景区-候船厅	0 0 0 0 0 0 0 1 1 1
台儿庄古城-县丞署	0 0 0 0 0 0 1 1 1
元谋物茂土林风景区鬼狼谷	0 0 0 0 0 0 0 0 0 1 1 1
武陵源风景名胜区仙翁松	0 0 0 0 0 0 0 0 1 1 1
东灵寺五华县苏维埃政府旧址	1 1 1 0 0 0 0 0 0 0 0 0 0
太白鳌山滑雪场	0 0 1 1 1 1 1
三水森林公园三水大佛	1 1 0 0 0 0 0 0 1 1
周恩来祖居-座楼堂前	0 0 0 0 0 0 1 1 1 1
五龙潭公园-天镜泉(装修中)	0 0 0 0 0 0 1 1 1 0 0 0 0 0
湘潭齐白石故居	0 0 1 1 1 1 1
中国丹霞山世界地质公园龙须亭	0 0 0 0 0 0 0 0 0 0 0 1 1 1
宜良九乡风景区雌雄瀑布	0 0 0 0 0 0 0 1 1 1 1
将帅碑林	1 1 1 1
中国唐苑广场	1 1 1 1 0 0
京山鸳鸯溪漂流	1 1 1 1 1 1 1
新世纪青年生态园	1 1 1 1 1 1 1 1
刘少奇同志纪念馆	1 1 1 1 1 1 1 1
红石峡景区-红石峡主题碑	1 1 1 0 0 0 0 0 0 1 1 1
大纵湖旅游度假区王祥祠	0 0 0 0 0 0 0 0 1 1 1
徽州糕饼博物馆DIY店	0 0 1 1 1 1 1 0 0 0 0
财富广场瑜魏重庆火锅店	1 1 1 1 0 0 0 0 0 0 0
武陵源风景名胜区梭标岩	0 0 0 0 0 0 0 0 1 1 1
保定科学宫	0 0 1 1 1
五台山风景名胜区明月池寺	0 0 0 0 0 0 0 0 1 1 1 0
西安城墙永宁门城楼	0 0 0 0 1 1 1 1 1
奥林匹克文化公园	1 1 1 1 0 0 1 1
狮子窝	1 1 1
广州大涌公园	0 0 1 1 1 1
雪世界滑雪场	1 1 1 1 1 1
原山国家森林公园	1 1 1 1 1 1 1 1
潭柘寺景区	1 1 1 0 0
青岛市海泊河公园	1 1 1 1 1 1 1 1
高田马岭鼓寨	0 0 1 1 1 1
桃源仙谷自然风景区	0 0 1 1 0 0 0 1 1
达茂旗百灵庙	0 0 0 1 1 1
怀化天后宫	0 0 1 1 1
救恩堂耀华路	1 1 1 0 0 0
五台禅寺	1 1 0 1
运城绛守居园池景区	0 0 1 1 1 1 1 0 0
玉皇阁华夏路	1 1 1 0 0 0
鸡冠山森林公园-四川大熊猫栖息地	1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1
海南槟榔谷黎苗文化旅游区-龙船石百年仙人掌	0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1
北半园	0 1 1
杭州野生动物世界-森林火车站	0 0 0 0 0 0 0 0 0 1 1 1 1 1
世界帆船锦标赛基地	1 1 1 1 1 1 1 1 1
武陵源风景名胜区花瓶峰	0 0 0 0 0 0 0 0 1 1 1
胜归山公园	1 1 1 0 0
秣陵关公园	1 1 0 1 1
大唐芙蓉园-执壶大食胡人	0 0 0 0 0 0 1 1 1 1 1 1
五龙潭公园-载誉归来	0 0 0 0 0 0 1 1 1 1
大上清宫真武殿	0 0 0 0 1 1 1
仙女山森林公园滑雪场	1 1 1 0 0 0 0 1 1 1
海底世界极地海洋馆	0 0 0 0 1 1 1 1 1
上海金茂大厦88层观光厅	0 0 1 1 1 1 0 0 0 1 1 1
福民公园北	1 1 1 1 0
武汉动物园狒狒馆	0 0 0 0 0 1 1 1
天地园吉木萨尔地质公园	0 0 0 1 1 1 1 1 1 1 1
江郎山风景区会仙岩	0 0 0 0 0 0 1 1 1
杭州基督教会天水堂	1 1 1 1 1 1 1 1 1
北京宛平县衙	0 0 1 1 1 1
花戏楼白衣律院	0 0 0 1 1 1 1
小埠古村生态园	1 1 1 1 0 0 0
河边民俗博物馆	0 0 1 1 1 1 1
七里坡	1 1 1
朱家角古镇景区	1 1 1 1 1 0 0
哲蚌寺果芒扎仓	0 0 0 1 1 1 1
连云港渔湾自然风景区	0 0 0 1 1 0 0 1 1 1
武陵源风景名胜区武士驯马	1 0 0 0 0 0 0 0 0 1 1 1
黔东南高岩大峡谷	0 0 0 1 1 1 1 1
柳隐山大峡谷风景区	1 1 1 1 1 1 0 0 0
长沙市玉泉寺	0 0 0 1 1 1
湘湖旅游度假区-政和桥	0 0 0 0 0 0 0 0 1 1 1
芒砀山旅游区-波痕	0 0 0 0 0 0 0 1 1
中国丹霞山世界地质公园幽洞通天	0 0 0 0 0 0 0 0 0 0 0 1 1 1 1
杭州西湖风景名胜区-塔林	0 0 0 0 0 0 0 0 0 0 1 1
红棉公园	1 1 0 0
嵩山少林景区	0 0 1 1 1 1
南京桃花岛风景区	0 0 1 1 1 0 1 1
蟠龙谷景区建设中	1 1 1 1 1 0 0 0
杭州西湖风景名胜区-钱塘苏小小之墓	0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1
沈阳森林动物园河马	0 0 0 0 0 0 0 1 1
杭州西湖风景名胜区-白苏二公祠	0 0 0 0 0 0 0 0 0 0 1 1 1 1 1
台儿庄古城-天下第一庄牌坊	0 0 0 0 0 0 1 1 1 1 1 1 1
西环清真大寺	1 1 1 1 0 1
哈尔滨群力国家城市湿地公园	0 0 0 1 1 0 0 1 1 1 1 1 1
红龙湖森林公园	1 1 1 0 0 1 1
严子陵钓台-富春江小三峡静庐	0 0 0 0 0 0 1 1 1 1 1 1 1 1
杭州西湖风景名胜区-银鼓洞	0 0 0 0 0 0 0 0 0 0 1 1 1
南豆芽清真寺豆瓣胡同	1 1 1 1 1 1 0 0 0 0
贾斯珀国家公园-哥伦比亚冰原	1 1 1 1 1 1 1 0 1 1 1 1 1 1
三坊七巷-刘齐衔故居(装修中)	0 0 0 0 0 1 1 1 1 1 0 0 0 0 0
江郎山风景区虎跑泉	0 0 0 0 0 0 1 1 1
天门山国家森林公园-法物流通	0 0 0 0 0 0 0 0 0 0 1 1 1 1
艾山风景名胜区	1 1 0 0 0 0 0
塔云山寺	1 1 1 0
包头清真大寺	1 1 1 1 1 1
衙前农民运动纪念馆	0 0 1 1 1 1 1 1 1
青岛大珠山景区	0 0 1 1 1 1 1
白云源	1 1 1
中国北方民族园	0 0 1 1 1 1 1
东风街道儿童公园	0 0 0 0 1 1 1 1
史家埭街心公园	0 0 0 1 1 1 1
重庆动物园-白虎	0 0 0 0 0 0 1 1
福建土楼永定景区·初溪土楼古村落	1 1 0 0 0 0 0 0 0 1 1 1 1 1 1 1
广州天河黄陂生态湿地园	0 0 0 0 1 1 1 1 1 1 1
抱朴道院	1 1 1 1
丹霞口旅游度假小镇	1 1 1 0 0 0 0 1 1
崆峒山国家地质公园-客堂	0 0 0 0 0 0 0 0 0 0 1 1
威海海上公园	0 1 0 1 1 1
西山公园西环街二段	1 1 1 1 0 0 0 0 0
东庠岛	1 1 1
宗教活动场所东岳庙	0 0 0 0 0 0 1 1 1
仙寓山风景区-古稀亭	0 0 0 0 0 0 0 1 1 1
林海公园林场路	1 1 1 1 0 0 0
高新区第二小学高新竹园	1 1 0 0 0 0 0 0 0 1 1
湖南常德柳叶湖旅游度假区	0 0 0 0 1 1 1 0 0 1 1 1
金色海岸	1 1 1 1
英雄公园	1 1 1 1
河北正定国家乒乓球训练基地	0 0 1 1 1 1 1 1 1 1 1 1 1
天堂寨风景区龟松争寿	0 0 0 0 0 0 1 1 1 1
清新县玄真古洞生态旅游度假区	0 0 0 1 1 1 1 1 1 1 1 1 1 1
大别山桐枧冲瀑布群	1 1 1 0 0 0 1 1 1
廊桥	1 1
栖霞山风景名胜区红叶谷	0 0 0 0 0 0 0 0 1 1 1
苏州天寿圣恩禅寺	0 0 0 0 1 1 0 1
龙潭大峡谷天碑	0 0 0 0 0 1 1
歌乐山文化广场	1 1 1 0 0 1 1
江郎山风景区一线天	0 0 0 0 0 0 1 1 1
北京贤良祠	0 0 1 1 1
鼓楼	1 1
武陵源风景名胜区一代军魂	0 0 0 0 0 0 0 0 1 1 1 1
杭州西湖风景名胜区-茅家埠	0 0 0 0 0 0 0 0 0 0 1 1 1
天柱山魔幻森林	1 1 1 1 1 1 1
鲁班温泉水世界	1 1 1 1 1 1 1
绿博园天下第一枣	0 0 0 1 1 1 1 1
奎盛园风景区	1 1 1 0 0 0
报恩禅寺观仙南路	1 1 1 1 0 0 0 0
澜沧江漂流	1 1 1 1 1
桂林园博园	1 1 1 1 1
崆峒山国家地质公园-北台	0 0 0 0 0 0 0 0 0 0 1 1
田园风光	1 1 1 1
基督教玉光街教堂	1 1 1 0 0 0 0 1
荆州市荆州区基督教福音堂	1 1 0 0 0 1 1 1 1 1 1 1
杭州西湖风景名胜区-岳王庙	0 0 0 0 0 0 0 0 0 0 1 1 1
万州石桥水乡湿地公园	0 0 1 1 1 1 1 1 1 1
Future Zoo未来动物城	0 0 0 0 0 0 0 0 0 0 1 1 1 1 1
照金香山	1 1 1 1
奴布林村	1 1 1 1
薛福成故居-转盘楼	0 0 0 0 0 0 1 1 1
青岩·浪漫谷	1 1 0 1 1 1
亚鲁王休闲广场	1 1 1 0 0 1 1
沙湖-新门区内广场	0 0 0 1 1 1 1 1 1
彩云湖国家湿地公园	1 1 1 0 0 1 1 1 1
三联峒景区	1 1 1 1 1
沈阳辽河七星湖景区	0 0 1 1 1 1 1 1 1
天津利顺德大饭店博物馆	0 0 1 1 1 0 0 0 1 1 1
金丝峡景区-帝王桥	0 0 0 0 0 0 1 1 1
东黄山旅游度假区	1 1 1 1 1 1 1 1
金石滩-金石娱乐广场	1 1 0 0 0 0 0 0 1 1
皇城相府午壁林泉	0 0 0 0 1 1 1 1
新汶大河水族馆	0 0 1 1 1 1 1
趵突泉-无陋山庄	0 0 0 0 1 1 1 1
延庆永宁天主堂	0 0 1 1 1 1 1
